game,bat,name,pos,team
36,2,林智平,3B,LAMIGO
36,3,林智勝,SS,LAMIGO
36,4,林泓育,DH,LAMIGO
36,5,郭嚴文,2B,LAMIGO
36,6,※鍾承祐,RF,LAMIGO
36,7,藍寅倫,LF,LAMIGO
36,8,余德龍,1B,LAMIGO
36,9,黃浩然,C,LAMIGO
36,9,劉時豪,|(PH)|(C),LAMIGO
38,1,余德龍,CF,LAMIGO
38,2,郭修延,3B,LAMIGO
38,3,林智勝,SS,LAMIGO
38,4,林泓育,DH,LAMIGO
38,5,郭嚴文,2B,LAMIGO
38,6,陳俊秀,1B,LAMIGO
38,7,※鍾承祐,RF,LAMIGO
38,8,藍寅倫,LF,LAMIGO
38,9,黃浩然,C,LAMIGO
40,1,詹智堯,CF,LAMIGO
40,2,林智平,3B,LAMIGO
40,3,林智勝,SS,LAMIGO
40,4,林泓育,DH,LAMIGO
40,5,郭嚴文,2B,LAMIGO
40,6,陳俊秀,1B,LAMIGO
40,6,藍寅倫,|(LF),LAMIGO
40,7,※鍾承祐,RF,LAMIGO
40,8,余德龍,LF(1B),LAMIGO
40,9,黃浩然,C,LAMIGO
40,9,劉時豪,|(PH)|(C),LAMIGO
42,9,詹智堯,CF,LAMIGO
42,1,余德龍,LF(1B),LAMIGO
42,1,李國生,|(PH)|(LF),LAMIGO
42,2,林智平,3B,LAMIGO
42,3,林智勝,SS,LAMIGO
42,3,陳雁風,|(PH)|(SS)(3B),LAMIGO
42,4,林泓育,DH,LAMIGO
42,5,郭嚴文,2B,LAMIGO
42,5,郭永維,|(2B),LAMIGO
42,6,鍾承祐,RF,LAMIGO
42,7,梁家榮,1B,LAMIGO
42,8,黃浩然,C,LAMIGO
44,1,詹智堯,CF,LAMIGO
44,2,余德龍,1B(LF)(1B),LAMIGO
44,3,林智勝,SS,LAMIGO
44,4,林泓育,DH,LAMIGO
44,5,郭嚴文,2B,LAMIGO
44,6,※鍾承祐,RF,LAMIGO
44,7,藍寅倫,LF,LAMIGO
44,7,陳俊秀,|(PH)|(1B),LAMIGO
44,7,蔡建偉,|(PH)|(LF),LAMIGO
44,8,陳雁風,3B,LAMIGO
44,8,林智平,|(PH)|(3B),LAMIGO
44,9,黃浩然,C,LAMIGO
44,9,郭修延,|(PH),LAMIGO
44,9,劉時豪,|(C),LAMIGO
46,1,詹智堯,CF,LAMIGO
46,2,余德龍,LF,LAMIGO
46,3,林智勝,SS,LAMIGO
46,3,陳雁風,|(SS),LAMIGO
46,4,林泓育,DH,LAMIGO
46,5,郭嚴文,2B,LAMIGO
46,6,※鍾承祐,RF,LAMIGO
46,6,蔡建偉,|(PH)|(RF),LAMIGO
46,7,陳俊秀,1B,LAMIGO
46,8,郭修延,3B,LAMIGO
46,9,黃浩然,C,LAMIGO
46,9,劉時豪,|(C),LAMIGO
48,1,詹智堯,CF,LAMIGO
48,2,余德龍,LF,LAMIGO
48,3,林智勝,SS,LAMIGO
48,4,林泓育,DH,LAMIGO
48,5,郭嚴文,2B,LAMIGO
48,6,※鍾承祐,RF,LAMIGO
48,7,陳俊秀,1B,LAMIGO
48,8,郭永維,3B,LAMIGO
48,9,黃浩然,C,LAMIGO
50,1,詹智堯,CF,LAMIGO
50,2,余德龍,LF,LAMIGO
50,2,蔡建偉,|(LF),LAMIGO
50,3,林智勝,SS,LAMIGO
50,4,林泓育,DH,LAMIGO
50,5,郭嚴文,2B,LAMIGO
50,6,※鍾承祐,RF,LAMIGO
50,7,陳俊秀,1B,LAMIGO
50,8,林智平,3B,LAMIGO
50,9,黃浩然,C,LAMIGO
52,1,詹智堯,CF,LAMIGO
52,2,余德龍,LF,LAMIGO
52,3,林智勝,DH,LAMIGO
52,3,蔡建偉,|(PH),LAMIGO
52,4,林泓育,C,LAMIGO
52,4,劉時豪,|(PH)|(C),LAMIGO
52,5,郭嚴文,2B,LAMIGO
52,6,※鍾承祐,RF,LAMIGO
52,7,陳俊秀,1B,LAMIGO
52,8,林智平,3B,LAMIGO
52,9,陳雁風,SS,LAMIGO
53,1,詹智堯,CF,LAMIGO
53,2,余德龍,LF,LAMIGO
53,3,林智勝,SS,LAMIGO
53,4,林泓育,DH,LAMIGO
53,5,※鍾承祐,RF,LAMIGO
53,6,陳俊秀,1B,LAMIGO
53,7,林智平,3B,LAMIGO
53,8,郭永維,2B,LAMIGO
53,9,黃浩然,C,LAMIGO
55,1,詹智堯,CF,LAMIGO
55,2,余德龍,LF,LAMIGO
55,3,林智勝,SS,LAMIGO
55,3,郭永維,|(PH),LAMIGO
55,4,林泓育,DH,LAMIGO
55,5,郭嚴文,2B,LAMIGO
55,6,※鍾承祐,RF,LAMIGO
55,7,陳俊秀,1B,LAMIGO
55,8,林智平,3B,LAMIGO
55,9,黃浩然,C,LAMIGO
57,1,詹智堯,CF,LAMIGO
57,2,郭永維,SS,LAMIGO
57,2,陳雁風,|(SS),LAMIGO
57,3,※鍾承祐,RF,LAMIGO
57,4,林泓育,DH,LAMIGO
57,5,郭嚴文,2B,LAMIGO
57,6,陳俊秀,1B,LAMIGO
57,7,余德龍,LF,LAMIGO
57,8,林智平,3B,LAMIGO
57,9,黃浩然,C,LAMIGO
57,9,劉時豪,|(PH)|(C),LAMIGO
59,1,余德龍,LF,LAMIGO
59,1,詹智堯,|(CF),LAMIGO
59,2,林智平,3B,LAMIGO
59,3,※鍾承祐,RF,LAMIGO
59,4,林泓育,DH,LAMIGO
59,5,郭嚴文,2B,LAMIGO
59,5,葉竹軒,|(2B),LAMIGO
59,6,陳俊秀,1B,LAMIGO
59,7,蔡建偉,CF(LF),LAMIGO
59,8,陳雁風,SS,LAMIGO
59,8,郭修延,|(PH)|(SS),LAMIGO
59,9,黃浩然,C,LAMIGO
59,9,劉時豪,|(PH)|(C),LAMIGO
61,1,詹智堯,CF,LAMIGO
61,2,林智平,3B,LAMIGO
61,3,※鍾承祐,RF,LAMIGO
61,4,林泓育,DH,LAMIGO
61,5,郭嚴文,2B,LAMIGO
61,6,陳俊秀,1B,LAMIGO
61,7,余德龍,LF,LAMIGO
61,8,陳雁風,SS,LAMIGO
61,8,郭修延,|(PH)|(SS),LAMIGO
61,9,黃浩然,C,LAMIGO
61,9,劉時豪,|(PH)|(C),LAMIGO
63,1,詹智堯,CF,LAMIGO
63,2,林智平,3B,LAMIGO
63,2,郭修延,|(PH)|(3B),LAMIGO
63,3,郭嚴文,2B,LAMIGO
63,4,林泓育,DH,LAMIGO
63,4,葉竹軒,|(PR),LAMIGO
63,5,陳俊秀,1B,LAMIGO
63,6,※鍾承祐,RF,LAMIGO
63,7,余德龍,LF,LAMIGO
63,8,劉時豪,C,LAMIGO
63,9,郭永維,SS,LAMIGO
66,1,詹智堯,CF,LAMIGO
66,1,陳金鋒,|(PH),LAMIGO
66,1,蔡建偉,|(CF),LAMIGO
66,2,林智平,3B,LAMIGO
66,3,郭嚴文,2B,LAMIGO
66,4,林泓育,DH,LAMIGO
66,5,陳俊秀,1B,LAMIGO
66,6,※鍾承祐,RF,LAMIGO
66,7,余德龍,LF,LAMIGO
66,8,郭永維,SS,LAMIGO
66,9,黃浩然,C,LAMIGO
68,1,余德龍,LF,LAMIGO
68,2,林智平,3B,LAMIGO
68,3,郭嚴文,2B,LAMIGO
68,4,林泓育,DH,LAMIGO
68,5,陳俊秀,1B,LAMIGO
68,6,※鍾承祐,RF,LAMIGO
68,7,郭永維,SS,LAMIGO
68,7,陳金鋒,|(PH),LAMIGO
68,7,陳雁風,|(SS),LAMIGO
68,8,黃浩然,C,LAMIGO
68,9,詹智堯,CF,LAMIGO
70,1,余德龍,LF,LAMIGO
70,2,林智平,3B,LAMIGO
70,3,林智勝,SS,LAMIGO
70,3,郭永維,|(SS),LAMIGO
70,4,林泓育,DH,LAMIGO
70,5,郭嚴文,2B,LAMIGO
70,6,陳俊秀,1B,LAMIGO
70,7,※鍾承祐,RF,LAMIGO
70,8,黃浩然,C,LAMIGO
70,9,詹智堯,CF,LAMIGO
72,1,詹智堯,CF,LAMIGO
72,2,林智平,3B,LAMIGO
72,3,林智勝,SS,LAMIGO
72,3,郭永維,|(SS),LAMIGO
72,4,林泓育,DH,LAMIGO
72,5,郭嚴文,2B,LAMIGO
72,6,陳俊秀,1B,LAMIGO
72,7,※鍾承祐,RF,LAMIGO
72,7,蔡建偉,|(RF),LAMIGO
72,8,余德龍,LF,LAMIGO
72,9,黃浩然,C,LAMIGO
74,1,詹智堯,CF,LAMIGO
74,2,林智平,3B,LAMIGO
74,3,林智勝,SS,LAMIGO
74,3,郭永維,|(SS),LAMIGO
74,4,林泓育,DH,LAMIGO
74,4,葉竹軒,|(PR),LAMIGO
74,5,郭嚴文,2B,LAMIGO
74,6,陳俊秀,1B,LAMIGO
74,7,余德龍,LF,LAMIGO
74,8,蔡建偉,RF,LAMIGO
74,9,黃浩然,C,LAMIGO
74,9,陳金鋒,|(PH),LAMIGO
74,9,劉時豪,|(C),LAMIGO
76,1,詹智堯,CF,LAMIGO
76,1,葉竹軒,|(RF),LAMIGO
76,2,林智平,3B,LAMIGO
76,3,林智勝,SS,LAMIGO
76,3,陳雁風,|(SS),LAMIGO
76,4,林泓育,DH,LAMIGO
76,4,陳金鋒,|(PH),LAMIGO
76,5,郭嚴文,2B,LAMIGO
76,6,陳俊秀,1B,LAMIGO
76,7,余德龍,LF,LAMIGO
76,8,蔡建偉,RF(CF),LAMIGO
76,9,黃浩然,C,LAMIGO
76,9,劉時豪,|(C),LAMIGO
78,1,詹智堯,CF,LAMIGO
78,2,林智平,3B,LAMIGO
78,3,林智勝,SS,LAMIGO
78,4,林泓育,DH,LAMIGO
78,5,郭嚴文,2B,LAMIGO
78,6,※鍾承祐,RF,LAMIGO
78,7,余德龍,1B(LF),LAMIGO
78,8,蔡建偉,LF,LAMIGO
78,8,劉時豪,|(C),LAMIGO
78,9,黃浩然,C,LAMIGO
78,9,陳俊秀,|(PH)|(1B),LAMIGO
80,1,詹智堯,CF,LAMIGO
80,2,林智平,3B,LAMIGO
80,2,郭永維,|(PR)|(3B),LAMIGO
80,3,林智勝,SS(1B),LAMIGO
80,4,林泓育,DH,LAMIGO
80,4,陳金鋒,|(PH),LAMIGO
80,5,郭嚴文,2B,LAMIGO
80,6,陳俊秀,1B,LAMIGO
80,6,陳雁風,|(SS),LAMIGO
80,7,※鍾承祐,RF,LAMIGO
80,8,余德龍,LF,LAMIGO
80,9,黃浩然,C,LAMIGO
82,1,詹智堯,CF,LAMIGO
82,2,林智平,3B,LAMIGO
82,3,林智勝,SS,LAMIGO
82,3,郭永維,|(SS),LAMIGO
82,4,林泓育,DH,LAMIGO
82,4,陳金鋒,|(PH),LAMIGO
82,5,郭嚴文,2B,LAMIGO
82,6,陳俊秀,1B,LAMIGO
82,7,※鍾承祐,RF,LAMIGO
82,8,余德龍,LF,LAMIGO
82,9,黃浩然,C,LAMIGO
84,1,詹智堯,CF,LAMIGO
84,1,李國生,|(LF),LAMIGO
84,1,蔡建偉,|(LF),LAMIGO
84,2,林智平,3B,LAMIGO
84,2,郭永維,|(PH)|(3B),LAMIGO
84,3,林智勝,SS,LAMIGO
84,3,陳雁風,|(SS),LAMIGO
84,4,林泓育,DH,LAMIGO
84,5,郭嚴文,2B,LAMIGO
84,6,陳俊秀,1B,LAMIGO
84,7,※鍾承祐,RF,LAMIGO
84,8,劉時豪,C,LAMIGO
84,8,陳金鋒,|(PH),LAMIGO
84,8,黃浩然,|(C),LAMIGO
84,9,余德龍,LF(CF),LAMIGO
86,1,詹智堯,CF,LAMIGO
86,2,林智平,3B,LAMIGO
86,3,林智勝,SS,LAMIGO
86,3,郭永維,|(SS),LAMIGO
86,4,林泓育,DH,LAMIGO
86,5,郭嚴文,2B,LAMIGO
86,6,陳俊秀,1B,LAMIGO
86,7,※鍾承祐,RF,LAMIGO
86,7,陳金鋒,|(PH),LAMIGO
86,7,蔡建偉,|(RF),LAMIGO
86,8,余德龍,LF,LAMIGO
86,9,黃浩然,C,LAMIGO
86,9,劉時豪,|(C),LAMIGO
88,1,詹智堯,CF,LAMIGO
88,2,郭永維,3B,LAMIGO
88,3,林智勝,SS(1B),LAMIGO
88,4,林泓育,DH,LAMIGO
88,5,郭嚴文,2B,LAMIGO
88,6,陳俊秀,1B,LAMIGO
88,6,陳雁風,|(SS),LAMIGO
88,7,蔡建偉,RF,LAMIGO
88,7,※鍾承祐,|(PR)|(RF),LAMIGO
88,8,劉時豪,C,LAMIGO
88,8,陳金鋒,|(PH),LAMIGO
88,8,黃浩然,|(C),LAMIGO
88,9,余德龍,LF,LAMIGO
90,1,余德龍,LF,LAMIGO
90,2,林智平,3B,LAMIGO
90,3,林智勝,SS,LAMIGO
90,3,陳雁風,|(PR)|(2B),LAMIGO
90,4,林泓育,DH,LAMIGO
90,4,陳金鋒,|(PH),LAMIGO
90,5,陳俊秀,1B,LAMIGO
90,6,※鍾承祐,RF,LAMIGO
90,7,郭永維,2B(SS),LAMIGO
90,8,黃浩然,C,LAMIGO
90,9,詹智堯,CF,LAMIGO
91,1,余德龍,LF,LAMIGO
91,1,李國生,|(LF),LAMIGO
91,2,林智平,3B,LAMIGO
91,2,郭永維,|(PR)|(3B),LAMIGO
91,3,林智勝,SS,LAMIGO
91,4,林泓育,C,LAMIGO
91,4,劉時豪,|(C),LAMIGO
91,5,郭嚴文,2B,LAMIGO
91,6,陳俊秀,1B,LAMIGO
91,6,蔡建偉,|(PH),LAMIGO
91,7,陳金鋒,DH,LAMIGO
91,8,※鍾承祐,RF,LAMIGO
91,9,詹智堯,CF,LAMIGO
93,1,詹智堯,CF,LAMIGO
93,2,林智平,3B,LAMIGO
93,3,林智勝,SS,LAMIGO
93,4,林泓育,DH,LAMIGO
93,5,郭嚴文,2B,LAMIGO
93,6,陳俊秀,1B,LAMIGO
93,7,蔡建偉,RF,LAMIGO
93,8,余德龍,LF,LAMIGO
93,8,※鍾承祐,|(PH),LAMIGO
93,9,黃浩然,C,LAMIGO
93,9,劉時豪,|(PH)|(C),LAMIGO
96,1,詹智堯,CF,LAMIGO
96,2,郭永維,3B,LAMIGO
96,2,林智平,|(PH),LAMIGO
96,3,林智勝,SS,LAMIGO
96,4,林泓育,DH,LAMIGO
96,5,郭嚴文,2B,LAMIGO
96,6,陳俊秀,1B,LAMIGO
96,7,※鍾承祐,RF,LAMIGO
96,8,余德龍,LF,LAMIGO
96,9,黃浩然,C,LAMIGO
96,9,劉時豪,|(C),LAMIGO
98,1,詹智堯,CF,LAMIGO
98,1,蔡建偉,|(CF),LAMIGO
98,2,林智平,3B,LAMIGO
98,2,李國生,|(PH),LAMIGO
98,2,郭永維,|(3B),LAMIGO
98,3,林智勝,SS,LAMIGO
98,3,陳雁風,|(SS),LAMIGO
98,4,林泓育,DH,LAMIGO
98,5,郭嚴文,2B,LAMIGO
98,6,陳俊秀,1B,LAMIGO
98,7,※鍾承祐,RF,LAMIGO
98,8,劉時豪,C,LAMIGO
98,9,余德龍,LF,LAMIGO
100,1,詹智堯,CF,LAMIGO
100,1,※鍾承祐,|(PH)|(RF),LAMIGO
100,2,林智平,3B,LAMIGO
100,2,梁家榮,|(PH)|(3B),LAMIGO
100,3,林智勝,SS,LAMIGO
100,3,陳雁風,|(PR)|(SS),LAMIGO
100,4,林泓育,DH,LAMIGO
100,4,陳金鋒,|(PH),LAMIGO
100,5,陳俊秀,1B,LAMIGO
100,6,林政億,RF(LF),LAMIGO
100,7,郭永維,2B,LAMIGO
100,8,劉時豪,C,LAMIGO
100,8,黃浩然,|(C),LAMIGO
100,9,余德龍,LF(CF),LAMIGO
100,9,蔡建偉,|(PH),LAMIGO
101,1,詹智堯,CF,LAMIGO
101,2,林智平,3B,LAMIGO
101,2,蔡建偉,|(PH),LAMIGO
101,3,林智勝,1B,LAMIGO
101,4,林泓育,DH,LAMIGO
101,5,郭嚴文,2B,LAMIGO
101,6,※鍾承祐,RF,LAMIGO
101,6,李國生,|(PH)|(RF),LAMIGO
101,7,余德龍,LF,LAMIGO
101,8,劉時豪,C,LAMIGO
101,9,郭永維,SS,LAMIGO
101,9,陳雁風,|(SS),LAMIGO
103,1,詹智堯,CF,LAMIGO
103,2,林智平,3B,LAMIGO
103,3,林智勝,SS,LAMIGO
103,3,郭永維,|(SS),LAMIGO
103,4,林泓育,DH,LAMIGO
103,5,郭嚴文,2B,LAMIGO
103,6,陳俊秀,1B,LAMIGO
103,7,※鍾承祐,RF,LAMIGO
103,8,黃浩然,C,LAMIGO
103,9,余德龍,LF,LAMIGO
106,1,詹智堯,CF,LAMIGO
106,2,林智平,3B,LAMIGO
106,3,林智勝,SS,LAMIGO
106,3,陳雁風,|(SS),LAMIGO
106,4,林泓育,DH,LAMIGO
106,4,葉竹軒,|(PR),LAMIGO
106,5,郭嚴文,2B,LAMIGO
106,6,陳俊秀,1B,LAMIGO
106,7,蔡建偉,RF,LAMIGO
106,7,※鍾承祐,|(PH)|(RF),LAMIGO
106,8,劉時豪,C,LAMIGO
106,9,余德龍,LF,LAMIGO
108,1,詹智堯,CF,LAMIGO
108,2,林智平,3B,LAMIGO
108,3,林智勝,SS,LAMIGO
108,3,郭永維,|(SS),LAMIGO
108,4,林泓育,DH,LAMIGO
108,5,郭嚴文,2B,LAMIGO
108,6,陳俊秀,1B,LAMIGO
108,7,蔡建偉,RF,LAMIGO
108,7,※鍾承祐,|(PH)|(RF),LAMIGO
108,8,劉時豪,C,LAMIGO
108,9,余德龍,LF,LAMIGO
110,1,余德龍,LF,LAMIGO
110,1,蔡建偉,|(LF),LAMIGO
110,2,林智平,3B,LAMIGO
110,3,※鍾承祐,RF,LAMIGO
110,4,林泓育,DH,LAMIGO
110,4,陳金鋒,|(PH),LAMIGO
110,5,郭嚴文,1B,LAMIGO
110,6,郭永維,2B,LAMIGO
110,7,陳雁風,SS,LAMIGO
110,8,黃浩然,C,LAMIGO
110,9,詹智堯,CF,LAMIGO
112,1,詹智堯,CF,LAMIGO
112,2,林智平,3B,LAMIGO
112,3,林智勝,SS,LAMIGO
112,3,郭永維,|(PR)|(SS),LAMIGO
112,4,林泓育,DH,LAMIGO
112,5,郭嚴文,2B,LAMIGO
112,6,陳俊秀,1B,LAMIGO
112,7,※鍾承祐,RF,LAMIGO
112,7,陳金鋒,|(PH),LAMIGO
112,7,蔡建偉,|(RF),LAMIGO
112,8,劉時豪,C,LAMIGO
112,9,余德龍,LF,LAMIGO
114,1,余德龍,LF,LAMIGO
114,2,林智平,3B,LAMIGO
114,3,林智勝,SS,LAMIGO
114,4,林泓育,DH,LAMIGO
114,5,郭嚴文,2B,LAMIGO
114,6,陳俊秀,1B,LAMIGO
114,7,蔡建偉,RF,LAMIGO
114,7,陳金鋒,|(PH),LAMIGO
114,7,※鍾承祐,|(RF),LAMIGO
114,8,黃浩然,C,LAMIGO
114,9,詹智堯,CF,LAMIGO
116,1,余德龍,LF,LAMIGO
116,2,林智平,3B,LAMIGO
116,3,林智勝,SS,LAMIGO
116,3,郭永維,|(SS),LAMIGO
116,4,林泓育,DH,LAMIGO
116,5,郭嚴文,2B,LAMIGO
116,6,陳俊秀,1B,LAMIGO
116,7,蔡建偉,RF,LAMIGO
116,7,陳金鋒,|(PH),LAMIGO
116,7,※鍾承祐,|(RF),LAMIGO
116,8,劉時豪,C,LAMIGO
116,9,詹智堯,CF,LAMIGO
118,1,詹智堯,CF,LAMIGO
118,1,陳金鋒,|(PH),LAMIGO
118,2,林智平,3B,LAMIGO
118,3,林智勝,SS,LAMIGO
118,3,郭永維,|(PR),LAMIGO
118,4,林泓育,DH,LAMIGO
118,5,郭嚴文,2B,LAMIGO
118,6,陳俊秀,1B,LAMIGO
118,7,蔡建偉,RF,LAMIGO
118,7,※鍾承祐,|(PH)|(RF),LAMIGO
118,8,劉時豪,C,LAMIGO
118,9,余德龍,LF,LAMIGO
120,1,余德龍,CF,LAMIGO
120,2,林智平,3B,LAMIGO
120,3,林智勝,SS,LAMIGO
120,4,林泓育,DH,LAMIGO
120,5,郭嚴文,2B,LAMIGO
120,6,陳俊秀,1B,LAMIGO
120,7,※鍾承祐,RF,LAMIGO
120,7,陳金鋒,|(PH),LAMIGO
120,7,郭永維,|(LF),LAMIGO
120,8,黃浩然,C,LAMIGO
120,9,蔡建偉,LF(RF),LAMIGO
122,1,詹智堯,CF,LAMIGO
122,2,郭嚴文,2B,LAMIGO
122,3,林智勝,SS,LAMIGO
122,4,林泓育,DH,LAMIGO
122,5,陳俊秀,1B,LAMIGO
122,6,余德龍,LF,LAMIGO
122,7,蔡建偉,RF,LAMIGO
122,8,梁家榮,3B,LAMIGO
122,8,林智平,|(PR),LAMIGO
122,9,劉時豪,C,LAMIGO
122,9,陳金鋒,|(PH),LAMIGO
124,1,詹智堯,CF,LAMIGO
124,1,林政億,|(PR)|(LF),LAMIGO
124,2,蔡建偉,RF,LAMIGO
124,3,林智勝,SS,LAMIGO
124,3,陳雁風,|(SS),LAMIGO
124,4,林泓育,DH,LAMIGO
124,4,陳金鋒,|(PH),LAMIGO
124,5,郭嚴文,2B,LAMIGO
124,6,陳俊秀,1B,LAMIGO
124,7,余德龍,LF(CF),LAMIGO
124,8,劉時豪,C,LAMIGO
124,9,梁家榮,3B,LAMIGO
124,9,林智平,|(PH)|(3B),LAMIGO
126,1,余德龍,CF,LAMIGO
126,1,梁家榮,|(PH),LAMIGO
126,2,林智平,3B,LAMIGO
126,3,林智勝,SS,LAMIGO
126,3,郭永維,|(SS),LAMIGO
126,4,林泓育,DH,LAMIGO
126,5,郭嚴文,2B,LAMIGO
126,6,陳俊秀,1B,LAMIGO
126,7,蔡建偉,RF,LAMIGO
126,8,林政億,LF,LAMIGO
126,9,黃浩然,C,LAMIGO
126,9,陳金鋒,|(PH),LAMIGO
128,1,詹智堯,CF,LAMIGO
128,2,林智平,3B,LAMIGO
128,3,林智勝,SS,LAMIGO
128,4,林泓育,DH,LAMIGO
128,5,郭嚴文,2B,LAMIGO
128,6,陳俊秀,1B,LAMIGO
128,7,蔡建偉,RF,LAMIGO
128,7,郭永維,|(PR)|(LF),LAMIGO
128,8,劉時豪,C,LAMIGO
128,9,余德龍,LF,LAMIGO
128,9,林政億,|(LF)                        (RF),LAMIGO
130,1,余德龍,CF(LF),LAMIGO
130,2,郭永維,RF(2B),LAMIGO
130,3,陳俊秀,1B,LAMIGO
130,3,梁家榮,|(1B),LAMIGO
130,4,林泓育,DH,LAMIGO
130,4,陳金鋒,|(PH),LAMIGO
130,4,陽耀勳,|(PR),LAMIGO
130,5,王柏融,RF,LAMIGO
130,5,林智勝,|(PR)|(2B),LAMIGO
130,5,詹智堯,|(PR)|(CF),LAMIGO
130,6,藍寅倫,LF(RF),LAMIGO
130,7,林智平,3B,LAMIGO
130,7,郭修延,|(3B),LAMIGO
130,8,林承飛,SS,LAMIGO
130,9,黃浩然,C,LAMIGO
130,9,劉時豪,|(C),LAMIGO
132,1,詹智堯,CF,LAMIGO
132,1,郭永維,|(LF),LAMIGO
132,2,林智平,3B,LAMIGO
132,3,林智勝,SS,LAMIGO
132,4,林泓育,DH,LAMIGO
132,5,郭嚴文,2B,LAMIGO
132,6,陳俊秀,1B,LAMIGO
132,7,林政億,RF,LAMIGO
132,7,陳金鋒,|(PH),LAMIGO
132,7,蔡建偉,|(PR)|(RF),LAMIGO
132,8,黃浩然,C,LAMIGO
132,8,劉時豪,|(C),LAMIGO
132,9,余德龍,LF(CF),LAMIGO
134,1,詹智堯,CF,LAMIGO
134,2,林智平,3B,LAMIGO
134,3,林智勝,SS,LAMIGO
134,4,林泓育,DH,LAMIGO
134,5,郭嚴文,2B,LAMIGO
134,6,陳俊秀,1B,LAMIGO
134,6,梁家榮,|(1B),LAMIGO
134,6,郭永維,|(PH)|(LF),LAMIGO
134,7,蔡建偉,RF,LAMIGO
134,8,劉時豪,C,LAMIGO
134,9,余德龍,LF(1B),LAMIGO
136,1,余德龍,LF(1B),LAMIGO
136,2,林智平,3B,LAMIGO
136,3,林智勝,SS,LAMIGO
136,3,陳雁風,|(PR)|(SS),LAMIGO
136,4,林泓育,DH,LAMIGO
136,5,郭嚴文,2B,LAMIGO
136,6,蔡建偉,RF,LAMIGO
136,6,林政億,|(RF),LAMIGO
136,7,梁家榮,1B,LAMIGO
136,7,郭永維,|(PH)|(LF),LAMIGO
136,8,劉時豪,C,LAMIGO
136,9,詹智堯,CF,LAMIGO
138,1,詹智堯,CF,LAMIGO
138,2,林智平,3B,LAMIGO
138,3,林智勝,SS,LAMIGO
138,3,郭永維,|(SS),LAMIGO
138,4,林泓育,DH,LAMIGO
138,5,郭嚴文,2B,LAMIGO
138,6,陳俊秀,1B,LAMIGO
138,7,林政億,RF,LAMIGO
138,7,陳金鋒,|(PH),LAMIGO
138,8,黃浩然,C,LAMIGO
138,8,劉時豪,|(C),LAMIGO
138,9,余德龍,LF,LAMIGO
140,1,詹智堯,CF,LAMIGO
140,2,林智平,3B,LAMIGO
140,3,林智勝,SS,LAMIGO
140,3,郭永維,|(PR)|(SS),LAMIGO
140,4,林泓育,DH,LAMIGO
140,5,郭嚴文,2B,LAMIGO
140,6,陳俊秀,1B,LAMIGO
140,7,蔡建偉,RF,LAMIGO
140,8,劉時豪,C,LAMIGO
140,9,余德龍,LF,LAMIGO
142,1,余德龍,LF,LAMIGO
142,2,林智平,3B,LAMIGO
142,3,林智勝,SS,LAMIGO
142,4,林泓育,DH,LAMIGO
142,5,郭嚴文,2B,LAMIGO
142,5,郭永維,|(2B),LAMIGO
142,6,陳俊秀,1B,LAMIGO
142,7,蔡建偉,RF,LAMIGO
142,7,林政億,|(PH)|(RF),LAMIGO
142,8,劉時豪,C,LAMIGO
142,9,詹智堯,CF,LAMIGO
144,1,余德龍,LF,LAMIGO
144,2,梁家榮,3B,LAMIGO
144,3,林智勝,SS,LAMIGO
144,4,林泓育,DH,LAMIGO
144,5,郭嚴文,2B,LAMIGO
144,6,陳俊秀,1B,LAMIGO
144,7,林政億,RF,LAMIGO
144,7,蔡建偉,|(PR)|(RF),LAMIGO
144,8,黃浩然,C,LAMIGO
144,8,陳金鋒,|(PH),LAMIGO
144,8,劉時豪,|(C),LAMIGO
144,9,詹智堯,CF,LAMIGO
146,1,余德龍,LF,LAMIGO
146,1,紀品宏,|(LF),LAMIGO
146,2,林智平,3B,LAMIGO
146,3,林智勝,SS,LAMIGO
146,3,陳雁風,|(PH)|(SS),LAMIGO
146,4,林泓育,DH,LAMIGO
146,4,陳金鋒,|(PH),LAMIGO
146,5,郭嚴文,2B,LAMIGO
146,5,蔡建偉,|(RF)                        (RF),LAMIGO
146,6,陳俊秀,1B,LAMIGO
146,6,梁家榮,|(PH)|(1B),LAMIGO
146,7,郭永維,RF(2B),LAMIGO
146,8,黃浩然,C,LAMIGO
146,8,劉時豪,|(PH)|(C),LAMIGO
146,9,詹智堯,CF,LAMIGO
147,1,詹智堯,CF,LAMIGO
147,2,林智平,3B,LAMIGO
147,3,林智勝,SS,LAMIGO
147,4,林泓育,DH,LAMIGO
147,5,郭嚴文,2B,LAMIGO
147,5,郭永維,|(2B),LAMIGO
147,6,陳俊秀,1B,LAMIGO
147,6,梁家榮,|(PR)|(1B),LAMIGO
147,7,余德龍,LF,LAMIGO
147,8,黃浩然,C,LAMIGO
147,9,紀品宏,RF,LAMIGO
149,1,余德龍,CF(LF),LAMIGO
149,2,林智平,3B,LAMIGO
149,2,梁家榮,|(PH),LAMIGO
149,3,林智勝,SS,LAMIGO
149,4,林泓育,DH,LAMIGO
149,5,陳俊秀,1B,LAMIGO
149,6,郭永維,LF(2B),LAMIGO
149,7,郭修延,2B,LAMIGO
149,7,詹智堯,|(PH)|(CF),LAMIGO
149,8,黃浩然,C,LAMIGO
149,8,劉時豪,|(PH),LAMIGO
149,9,紀品宏,RF,LAMIGO
